           1  -1.3582823134113364E-002
           2  -2.7124796584589744E-002
           3  -4.0588824639489963E-002
           4  -5.3928148451739162E-002
           5  -6.7081918904561541E-002
           6  -7.9971457027751047E-002
           7  -9.2477385623510197E-002
           8 -0.10439533957641992     
           9 -0.11534924580096947     
          10 -0.12463947500944091     
          11 -0.13101814688700333     
          12 -0.13264904997213503     
          13 -0.12806120279994868     
          14 -0.11843280774625463     
          15 -0.10820168524273330     
          16 -0.10122604653036203     
          17  -9.7636286746568504E-002
          18  -9.5155029011803768E-002
          19  -9.1488115063296557E-002
          20  -8.5631193912946185E-002
          21  -7.8177695329097213E-002
          22  -7.0580087798161856E-002
          23  -6.3878417089192507E-002
          24  -5.8068567340371191E-002
          25  -5.2462041439510734E-002
          26  -4.6429547473244133E-002
          27  -3.9844685486667364E-002
          28  -3.2990153942750601E-002
          29  -2.6203935353748063E-002
          30  -1.9617524734178087E-002
          31  -1.3140405256915346E-002
          32  -6.6177825280897672E-003
