           1  -7.2874755747194377E-003
           2  -1.4326784909104962E-002
           3  -2.0878212766496006E-002
           4  -2.6718658128779268E-002
           5  -3.1649231633985829E-002
           6  -3.5502028514966449E-002
           7  -3.8145846394859906E-002
           8  -3.9490653226676338E-002
           9  -3.9490653226676144E-002
          10  -3.8145846394860149E-002
          11  -3.5502028514965964E-002
          12  -3.1649231633986183E-002
          13  -2.6718658128778987E-002
          14  -2.0878212766495746E-002
          15  -1.4326784909104667E-002
          16  -7.2874755747193362E-003
