           1  -1.4625995135279441E-002
           2  -2.9119534993722017E-002
           3  -4.3349363833990295E-002
           4  -5.7186614122562318E-002
           5  -7.0505973578075018E-002
           6  -8.3186820018743418E-002
           7  -9.5114313735525965E-002
           8 -0.10618043749830190     
           9 -0.11628497477664765     
          10 -0.12533641731624054     
          11 -0.13325279385179450     
          12 -0.13996241245151980     
          13 -0.14540450977036981     
          14 -0.14952980133229204     
          15 -0.15230092785808871     
          16 -0.15369279359681884     
          17 -0.15369279359681914     
          18 -0.15230092785808833     
          19 -0.14952980133229235     
          20 -0.14540450977036992     
          21 -0.13996241245151975     
          22 -0.13325279385179459     
          23 -0.12533641731624071     
          24 -0.11628497477664748     
          25 -0.10618043749830214     
          26  -9.5114313735526076E-002
          27  -8.3186820018743793E-002
          28  -7.0505973578075046E-002
          29  -5.7186614122562582E-002
          30  -4.3349363833990288E-002
          31  -2.9119534993722065E-002
          32  -1.4625995135279332E-002
