           1  -1.3814737324177902E-002
           2  -2.7594700928871365E-002
           3  -4.1300435911307554E-002
           4  -5.4880873691704503E-002
           5  -6.8316613481291533E-002
           6  -8.1495964086024067E-002
           7  -9.4389576310187753E-002
           8 -0.10680062238266985     
           9 -0.11828214965836591     
          10 -0.12730722726439930     
          11 -0.12833445407732139     
          12 -0.11817515397092658     
          13 -0.11226780658001294     
          14 -0.11283670822050208     
          15 -0.10920150674929621     
          16 -0.10087605346006644     
          17  -9.5589477080490162E-002
          18  -9.2411721521954704E-002
          19  -8.6431097067876966E-002
          20  -7.9373260558559727E-002
          21  -7.4322165782595193E-002
          22  -6.8819680138149153E-002
          23  -6.2479618227239658E-002
          24  -5.6143571948719419E-002
          25  -5.0287563349988830E-002
          26  -4.4284417783550134E-002
          27  -3.7745452283902740E-002
          28  -3.1571389002622068E-002
          29  -2.5393404312905862E-002
          30  -1.8970660272901826E-002
          31  -1.2725610759727958E-002
          32  -6.2980707476469125E-003
