           1  -2.7560473040111572E-002
           2  -5.4182407225986079E-002
           3  -7.8959224518414362E-002
           4 -0.10104718012102006     
           5 -0.11969409519733819     
           6 -0.13426497141895596     
           7 -0.14426361507198399     
           8 -0.14934953433887196     
           9 -0.14934953433887135     
          10 -0.14426361507198451     
          11 -0.13426497141895583     
          12 -0.11969409519733870     
          13 -0.10104718012102003     
          14  -7.8959224518414375E-002
          15  -5.4182407225986384E-002
          16  -2.7560473040111440E-002
